"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"NOC4L1"	0.000844443026178842	0.162644075383795	0.191	0.148	1	"LZ GC"	"NOC4L"
"RPL121"	0.000851467785104216	0.0574141797810386	1	0.997	1	"LZ GC"	"RPL12"
"PIGW1"	0.000854328543163599	0.0950783335608485	0.055	0.031	1	"LZ GC"	"PIGW"
"NUDT4"	0.000858319563646835	0.150032394791034	0.183	0.141	1	"LZ GC"	"NUDT4"
"CAP1"	0.000864190864277295	0.154846660526222	0.729	0.69	1	"LZ GC"	"CAP1"
"SYNJ21"	0.00087914379356805	0.220475860971036	0.134	0.098	1	"LZ GC"	"SYNJ2"
"GALNT7"	0.00088040176311666	0.0930174011220037	0.069	0.041	1	"LZ GC"	"GALNT7"
"UBE2L6"	0.000887432499578064	0.140841334797581	0.32	0.272	1	"LZ GC"	"UBE2L6"
"ATP6V1C2"	0.000900228266325213	0.0452838846343161	0.03	0.014	1	"LZ GC"	"ATP6V1C2"
"ACSL5"	0.000901764318620046	0.197922596350213	0.233	0.189	1	"LZ GC"	"ACSL5"
"PSMD111"	0.000916217547977764	0.189733476886572	0.353	0.314	1	"LZ GC"	"PSMD11"
"AP003900.1"	0.000930498081990141	0.0173639675330093	0.005	0.001	1	"LZ GC"	"AP003900.1"
"AC092718.3"	0.000932651189794705	0.0139649833273971	0.005	0.001	1	"LZ GC"	"AC092718.3"
"AC114730.1"	0.000936249963027046	0.010102314166707	0.005	0.001	1	"LZ GC"	"AC114730.1"
"LYG1"	0.000936971259703915	0.0109386733620715	0.005	0.001	1	"LZ GC"	"LYG1"
"RGS7"	0.000941309862006929	0.0089579151921218	0.005	0.001	1	"LZ GC"	"RGS7"
"PITPNB"	0.000946509922660145	0.174110707739048	0.243	0.197	1	"LZ GC"	"PITPNB"
"TMEM208"	0.000950991113337612	0.202968023327065	0.278	0.236	1	"LZ GC"	"TMEM208"
"RPS4Y1"	0.000952900918432754	0.163658354867489	0.613	0.551	1	"LZ GC"	"RPS4Y1"
"DZIP1"	0.000961741913953139	0.0205066084008307	0.003	0	1	"LZ GC"	"DZIP1"
"DDI1"	0.000963834314678136	0.0141199145389427	0.003	0	1	"LZ GC"	"DDI1"
"CPEB1-AS1"	0.000964882095346386	0.00906776641376789	0.003	0	1	"LZ GC"	"CPEB1-AS1"
"FKBP9"	0.000965930930836296	0.00892787561098169	0.003	0	1	"LZ GC"	"FKBP9"
"GRIN2B"	0.000965930930836296	0.00563698522185654	0.003	0	1	"LZ GC"	"GRIN2B"
"CYB5611"	0.000966648583540216	0.0235999743747222	0.01	0.003	1	"LZ GC"	"CYB561"
"LINC02154"	0.000966980822112195	0.00474161393368423	0.003	0	1	"LZ GC"	"LINC02154"
"RTN1"	0.000966980822112195	0.00396937075149778	0.003	0	1	"LZ GC"	"RTN1"
"BHLHE40-AS1"	0.000968031770139191	0.00513905870256072	0.003	0	1	"LZ GC"	"BHLHE40-AS1"
"CHD2"	0.000971339431919107	0.122323040058815	0.171	0.127	1	"LZ GC"	"CHD2"
"LARP1B1"	0.000974915530968029	0.0857773626452306	0.059	0.034	1	"LZ GC"	"LARP1B"
"ZYX"	0.000977943319683119	0.18919202724947	0.449	0.407	1	"LZ GC"	"ZYX"
"ITFG2"	0.000990661736311428	0.142925221799233	0.229	0.185	1	"LZ GC"	"ITFG2"
"TRAF3"	0.000991022646651922	0.181247159981579	0.211	0.17	1	"LZ GC"	"TRAF3"
"SLC5A6"	0.000997774135142195	0.138011748120589	0.132	0.095	1	"LZ GC"	"SLC5A6"
"KLF12"	0.00101672226816588	0.0578020327265278	0.253	0.199	1	"LZ GC"	"KLF12"
"RBM39"	0.00102105627266535	0.113592145738924	0.799	0.756	1	"LZ GC"	"RBM39"
"MT-ND4"	0.0010221478597447	0.125560964963339	0.913	0.888	1	"LZ GC"	"MT-ND4"
"AC104699.1"	0.00103926709688908	0.0326449143354344	0.097	0.063	1	"LZ GC"	"AC104699.1"
"NUP1881"	0.00104270275476104	0.159598196137425	0.151	0.112	1	"LZ GC"	"NUP188"
"TRIAP11"	0.00104387683081117	0.200121550511369	0.27	0.228	1	"LZ GC"	"TRIAP1"
"NABP1"	0.00104529428478379	0.111541430149925	0.099	0.066	1	"LZ GC"	"NABP1"
"TIGAR"	0.00105047103432026	0.129787690018535	0.151	0.111	1	"LZ GC"	"TIGAR"
"CYP2R1"	0.00105607333883195	0.123893157735794	0.149	0.109	1	"LZ GC"	"CYP2R1"
"AGK"	0.00105778776945708	0.107583275414375	0.144	0.104	1	"LZ GC"	"AGK"
"VWA8"	0.00106341543189659	0.111096844363537	0.089	0.058	1	"LZ GC"	"VWA8"
"KNOP11"	0.00110537348763696	0.126488891601836	0.136	0.098	1	"LZ GC"	"KNOP1"
"PUS1"	0.00112213022285197	0.100191361717582	0.106	0.072	1	"LZ GC"	"PUS1"
"DHX35"	0.001130643168267	0.082622048428748	0.067	0.04	1	"LZ GC"	"DHX35"
"DDX511"	0.00113291630989074	0.0776542910814188	0.077	0.048	1	"LZ GC"	"DDX51"
"MPHOSPH101"	0.00114240706969616	0.133639513623858	0.189	0.147	1	"LZ GC"	"MPHOSPH10"
"MT-ND61"	0.0011552712957445	0.180623900056236	0.591	0.553	1	"LZ GC"	"MT-ND6"
"PTGES31"	0.00115952173021897	0.123422604539184	0.725	0.657	1	"LZ GC"	"PTGES3"
"ELL2"	0.00116374069644103	0.07089976132279	0.139	0.099	1	"LZ GC"	"ELL2"
"VPS36"	0.00116979386376313	0.13981226082842	0.179	0.136	1	"LZ GC"	"VPS36"
"PDRG11"	0.00117321191633882	0.180257558965674	0.204	0.163	1	"LZ GC"	"PDRG1"
"SIDT1"	0.00117953798158858	0.0728727628727522	0.082	0.052	1	"LZ GC"	"SIDT1"
"ILF31"	0.00118306798067085	0.122753314835584	0.613	0.568	1	"LZ GC"	"ILF3"
"TWNK1"	0.00118360020571014	0.0802753118726806	0.052	0.029	1	"LZ GC"	"TWNK"
"GCFC2"	0.00120379855599108	0.101077881266071	0.137	0.099	1	"LZ GC"	"GCFC2"
"GPI1"	0.00122358463435563	0.139470736866296	0.429	0.383	1	"LZ GC"	"GPI"
"SIRPA"	0.00123503027735046	0.0384814629685601	0.012	0.003	1	"LZ GC"	"SIRPA"
"TMEM87A"	0.0012386951304212	0.140441712343609	0.219	0.175	1	"LZ GC"	"TMEM87A"
"ANKLE11"	0.00125129051559802	0.130778982167665	0.087	0.057	1	"LZ GC"	"ANKLE1"
"EIF2B11"	0.00125338900189075	0.164091485685913	0.348	0.305	1	"LZ GC"	"EIF2B1"
"KALRN"	0.00127569753041088	0.0186867688707617	0.007	0.001	1	"LZ GC"	"KALRN"
"HACD1"	0.00128612946138939	0.0171871088869722	0.01	0.003	1	"LZ GC"	"HACD1"
"NUDC1"	0.00128681490326797	0.156810585346792	0.481	0.442	1	"LZ GC"	"NUDC"
"DOHH1"	0.00129284024901127	0.11089795871903	0.151	0.112	1	"LZ GC"	"DOHH"
"RPL241"	0.00129290466978443	0.0559802637589444	0.987	0.985	1	"LZ GC"	"RPL24"
"RAB11FIP1"	0.00129484813357122	0.222203630116029	0.429	0.393	1	"LZ GC"	"RAB11FIP1"
"SREBF2"	0.00134470264108208	0.147316660503354	0.35	0.305	1	"LZ GC"	"SREBF2"
"ROBO1"	0.00135558928676171	0.105016195604615	0.05	0.028	1	"LZ GC"	"ROBO1"
"ACSL1"	0.00136719282822243	0.121791191016014	0.131	0.094	1	"LZ GC"	"ACSL1"
"FUS1"	0.00137593919578513	0.134889056042239	0.734	0.677	1	"LZ GC"	"FUS"
"PRPF41"	0.00137774561278547	0.176192040355312	0.204	0.165	1	"LZ GC"	"PRPF4"
"PNP1"	0.00138614296713976	0.120820665372809	0.194	0.152	1	"LZ GC"	"PNP"
"AATF1"	0.00139271697846935	0.209526266033073	0.318	0.28	1	"LZ GC"	"AATF"
"ADCK1"	0.00140201677254609	0.0367731835817768	0.04	0.021	1	"LZ GC"	"ADCK1"
"CCR7"	0.00141476917318865	0.135314276044983	0.057	0.033	1	"LZ GC"	"CCR7"
"ZBTB25"	0.00142777561410544	0.165129590390643	0.199	0.157	1	"LZ GC"	"ZBTB25"
"MPI"	0.00142847549940072	0.0985943701184102	0.121	0.085	1	"LZ GC"	"MPI"
"SLAMF7"	0.00144815946505528	0.0880381615254817	0.047	0.026	1	"LZ GC"	"SLAMF7"
"RNF2"	0.00145863140106604	0.135147865812152	0.106	0.073	1	"LZ GC"	"RNF2"
"BTAF1"	0.00146610394316328	0.161214200615135	0.26	0.217	1	"LZ GC"	"BTAF1"
"AC002454.1"	0.00147133698082071	0.024229330225462	0.008	0.002	1	"LZ GC"	"AC002454.1"
"ASCC31"	0.00147959721898414	0.174274551795814	0.194	0.154	1	"LZ GC"	"ASCC3"
"INTS6"	0.00148504337553969	0.175313650584314	0.219	0.177	1	"LZ GC"	"INTS6"
"TYW31"	0.00149015922218887	0.168561653830716	0.268	0.226	1	"LZ GC"	"TYW3"
"CD86"	0.00154207374526041	0.120583141290723	0.226	0.179	1	"LZ GC"	"CD86"
"CRY2"	0.0015504002112607	0.101059080479645	0.06	0.036	1	"LZ GC"	"CRY2"
"IER5"	0.00157546937659928	0.195383399421002	0.219	0.175	1	"LZ GC"	"IER5"
"ZAP70"	0.00157642376410041	0.0840661119678736	0.079	0.05	1	"LZ GC"	"ZAP70"
"TPCN2"	0.00158022283139345	0.0793242759699379	0.075	0.048	1	"LZ GC"	"TPCN2"
"AC245297.2"	0.001596089952715	0.0200913828145334	0.012	0.003	1	"LZ GC"	"AC245297.2"
"KLF16"	0.00160378756393622	0.0406413630667901	0.035	0.018	1	"LZ GC"	"KLF16"
"MCL1"	0.00160699465306617	0.201767006122935	0.425	0.39	1	"LZ GC"	"MCL1"
"SLC25A45"	0.00163486819127908	0.108987340107326	0.152	0.112	1	"LZ GC"	"SLC25A45"
"DHX57"	0.00163652585018615	0.0515647504757287	0.072	0.045	1	"LZ GC"	"DHX57"
"GIMAP41"	0.00165045296283789	0.0364983647322172	0.032	0.015	1	"LZ GC"	"GIMAP4"
"UBTD1"	0.00165724151750503	0.0119780159626172	0.013	0.004	1	"LZ GC"	"UBTD1"
"DPH1"	0.00166091243420526	0.0713374281103596	0.116	0.08	1	"LZ GC"	"DPH1"
"FMNL2"	0.00166983575723053	0.0914610467968989	0.052	0.03	1	"LZ GC"	"FMNL2"
"NEU1"	0.0016906139099369	0.141420039743093	0.161	0.122	1	"LZ GC"	"NEU1"
"SENP6"	0.00169232240224817	0.14671559148737	0.281	0.236	1	"LZ GC"	"SENP6"
"HNRNPAB1"	0.0017501226607249	0.128028987793994	0.419	0.367	1	"LZ GC"	"HNRNPAB"
"USE1"	0.00176658695435599	0.0797453188293935	0.261	0.212	1	"LZ GC"	"USE1"
"TMEM241"	0.00177192421434721	0.0691955817337864	0.06	0.036	1	"LZ GC"	"TMEM241"
"SNX17"	0.00178707192722205	0.170845067712082	0.466	0.433	1	"LZ GC"	"SNX17"
"LINC00623"	0.00179345479338543	0.102306231316664	0.126	0.09	1	"LZ GC"	"LINC00623"
"ACO2"	0.00180135130423735	0.17598214537102	0.41	0.371	1	"LZ GC"	"ACO2"
"CYC11"	0.0018034067233807	0.154225602386907	0.497	0.458	1	"LZ GC"	"CYC1"
"PMAIP1"	0.00181332423157491	0.0976706495352007	0.558	0.5	1	"LZ GC"	"PMAIP1"
"FGF7"	0.00182209486791705	0.00891395156093236	0.005	0.001	1	"LZ GC"	"FGF7"
"ALCAM"	0.00182863726919413	0.161352673597922	0.162	0.124	1	"LZ GC"	"ALCAM"
"TRAV12-2"	0.00183494350816545	0.0104250979527161	0.005	0.001	1	"LZ GC"	"TRAV12-2"
"ZBTB41"	0.00184004181700939	0.0545991944175966	0.045	0.025	1	"LZ GC"	"ZBTB41"
"DNAJC3"	0.00186296770850689	0.141644357915567	0.189	0.149	1	"LZ GC"	"DNAJC3"
"PARP3"	0.00188979686784399	0.0856907872185429	0.074	0.047	1	"LZ GC"	"PARP3"
"TRBC11"	0.00189303053594149	0.123714132041539	0.045	0.025	1	"LZ GC"	"TRBC1"
"PRDX5"	0.00190873565863756	0.128939415051478	0.685	0.651	1	"LZ GC"	"PRDX5"
"NIP7"	0.00193260671823914	0.165600031005009	0.281	0.241	1	"LZ GC"	"NIP7"
"POP51"	0.00194596210022709	0.145650683796925	0.328	0.286	1	"LZ GC"	"POP5"
"CD3D1"	0.00195813641758344	0.0932438032706552	0.07	0.044	1	"LZ GC"	"CD3D"
"ENDOU"	0.00196889997211637	0.0153033098730165	0.007	0.001	1	"LZ GC"	"ENDOU"
"SNHG9"	0.00197004541634923	0.195523210998268	0.32	0.283	1	"LZ GC"	"SNHG9"
"PAXX1"	0.00204853861821139	0.201733111479151	0.323	0.286	1	"LZ GC"	"PAXX"
"KRTCAP2"	0.00205894547800375	0.102403244455206	0.533	0.487	1	"LZ GC"	"KRTCAP2"
"PSMB31"	0.00206958936173066	0.115574175253918	0.742	0.692	1	"LZ GC"	"PSMB3"
"NEAT1"	0.00208031522566488	0.149912950062097	0.487	0.447	1	"LZ GC"	"NEAT1"
"CCDC22"	0.00211611386370985	0.108286790393985	0.144	0.107	1	"LZ GC"	"CCDC22"
"AC087280.2"	0.00212954965508768	0.0505690922477887	0.037	0.019	1	"LZ GC"	"AC087280.2"
"MT-ATP6"	0.00213992749304374	0.155386578653387	0.973	0.951	1	"LZ GC"	"MT-ATP6"
"LAP3"	0.00215195526182059	0.139290018473484	0.389	0.349	1	"LZ GC"	"LAP3"
"EHD1"	0.00215669205984577	0.143592008645467	0.379	0.338	1	"LZ GC"	"EHD1"
"AKT1S1"	0.0021592017685842	0.0770758637268403	0.082	0.054	1	"LZ GC"	"AKT1S1"
"AL355338.11"	0.00216610993307321	0.0284760860715357	0.027	0.012	1	"LZ GC"	"AL355338.1"
"STAT5A"	0.0021755155699821	0.1582448269449	0.168	0.129	1	"LZ GC"	"STAT5A"
"TMEM9B"	0.00218657100101241	0.146237174411971	0.246	0.206	1	"LZ GC"	"TMEM9B"
"ATR"	0.00219799752716279	0.143356435441029	0.174	0.136	1	"LZ GC"	"ATR"
"ACOX3"	0.00220652542253848	0.0721949651107637	0.097	0.066	1	"LZ GC"	"ACOX3"
"HTR3A"	0.00223046149086938	0.132502597747001	0.305	0.256	1	"LZ GC"	"HTR3A"
"ADSS1"	0.00224741533068572	0.192294915967045	0.25	0.213	1	"LZ GC"	"ADSS"
"FOXK1"	0.00225429952088665	0.0540879650187447	0.074	0.047	1	"LZ GC"	"FOXK1"
"LINC02391"	0.00226135628299932	0.042174894054729	0.03	0.014	1	"LZ GC"	"LINC02391"
"CRELD21"	0.00228173243253591	0.152849458458847	0.243	0.203	1	"LZ GC"	"CRELD2"
"NOP53"	0.00231702486302556	0.145586503778137	0.642	0.623	1	"LZ GC"	"NOP53"
"RDH131"	0.00232173758688759	0.107280112745648	0.057	0.034	1	"LZ GC"	"RDH13"
"ST6GALNAC6"	0.00234173203564371	0.0379491378473054	0.037	0.019	1	"LZ GC"	"ST6GALNAC6"
"EEA11"	0.00234532535579891	0.206317092686439	0.199	0.161	1	"LZ GC"	"EEA1"
"EEF2K"	0.00236047281369603	0.0871695687835654	0.07	0.044	1	"LZ GC"	"EEF2K"
"POLR3G1"	0.00236865564314161	0.0846603102079461	0.047	0.027	1	"LZ GC"	"POLR3G"
"PLA2G4C"	0.00237262659692487	0.0134897128510893	0.013	0.004	1	"LZ GC"	"PLA2G4C"
"SNRPB21"	0.00238612272072779	0.157314285550755	0.543	0.508	1	"LZ GC"	"SNRPB2"
"PHF1"	0.00240120039056829	0.1246115833378	0.159	0.122	1	"LZ GC"	"PHF1"
"PPM1N1"	0.0024299358985848	0.169324314007263	0.084	0.056	1	"LZ GC"	"PPM1N"
"SPON1"	0.00242997961838029	0.0309705552396974	0.025	0.011	1	"LZ GC"	"SPON1"
"NAF11"	0.0024576450265488	0.114363570975834	0.142	0.106	1	"LZ GC"	"NAF1"
"DTD2"	0.00249842885301441	0.0903063715310752	0.09	0.061	1	"LZ GC"	"DTD2"
"FRZB"	0.00252528709173702	0.0666087975595437	0.047	0.026	1	"LZ GC"	"FRZB"
"SRRM21"	0.00256307777905149	0.106711164799046	0.568	0.527	1	"LZ GC"	"SRRM2"
"AC010226.1"	0.00256910953176415	0.110148733830521	0.151	0.113	1	"LZ GC"	"AC010226.1"
"RBM8A1"	0.00257920576665195	0.120407387002267	0.762	0.711	1	"LZ GC"	"RBM8A"
"SERTAD1"	0.00260353050686559	0.108400224439132	0.122	0.089	1	"LZ GC"	"SERTAD1"
"SIPA1L1"	0.00260666440898088	0.16483571352667	0.173	0.134	1	"LZ GC"	"SIPA1L1"
"SACM1L"	0.00268598310942187	0.184382373474281	0.152	0.117	1	"LZ GC"	"SACM1L"
"LINC00861"	0.00270049905612427	0.03231382222214	0.02	0.008	1	"LZ GC"	"LINC00861"
"IFITM2"	0.00271889270595285	0.146936297019944	0.337	0.286	1	"LZ GC"	"IFITM2"
"CERS5"	0.00274046490570339	0.122990419400245	0.151	0.115	1	"LZ GC"	"CERS5"
"TPP1"	0.00275885514399341	0.162590791120728	0.251	0.21	1	"LZ GC"	"TPP1"
"IL1B"	0.00276749795059272	0.0199380095452154	0.008	0.002	1	"LZ GC"	"IL1B"
"IKBKB"	0.00277493486050495	0.0971941901301135	0.176	0.135	1	"LZ GC"	"IKBKB"
"GNL11"	0.00278696872777998	0.191967921999453	0.332	0.295	1	"LZ GC"	"GNL1"
"DCTD1"	0.0028065485131077	0.0866434007421617	0.074	0.048	1	"LZ GC"	"DCTD"
"IPO71"	0.00283014150520165	0.241419235704496	0.291	0.259	1	"LZ GC"	"IPO7"
"FBXL15"	0.00288147576361493	0.117804885485608	0.149	0.113	1	"LZ GC"	"FBXL15"
"ECHDC1"	0.00288862420391222	0.159839116296386	0.345	0.306	1	"LZ GC"	"ECHDC1"
"CEP83"	0.00292494782917276	0.0856788906631119	0.089	0.06	1	"LZ GC"	"CEP83"
"TRBV19"	0.00294342470737781	0.0287483227035893	0.007	0.001	1	"LZ GC"	"TRBV19"
"TRBV13"	0.00295162420405198	0.0465235011879685	0.003	0	1	"LZ GC"	"TRBV13"
"AC034198.2"	0.00295433944278079	0.0232064346745956	0.003	0	1	"LZ GC"	"AC034198.2"
"AC080013.6"	0.00295433944278079	0.00825317252141058	0.003	0	1	"LZ GC"	"AC080013.6"
"STPG4"	0.00295433944278079	0.00588682407194779	0.003	0	1	"LZ GC"	"STPG4"
"TRAV26-2"	0.00295705696053692	0.0168399368856488	0.003	0	1	"LZ GC"	"TRAV26-2"
"MMP1"	0.00295705696053692	0.00818493382082816	0.003	0	1	"LZ GC"	"MMP1"
"NUDT11"	0.00296249883991701	0.00772053048335633	0.003	0	1	"LZ GC"	"NUDT11"
"AL121761.1"	0.00296249883991701	0.00550599071970563	0.003	0	1	"LZ GC"	"AL121761.1"
"AC100827.4"	0.00296522320493659	0.0071483997141505	0.003	0	1	"LZ GC"	"AC100827.4"
"SLC32A1"	0.00296522320493659	0.00399483729610664	0.003	0	1	"LZ GC"	"SLC32A1"
"PITPNM3"	0.00296794985577468	0.0041386677483099	0.003	0	1	"LZ GC"	"PITPNM3"
"MTERF31"	0.00298003312715273	0.101887081237726	0.134	0.1	1	"LZ GC"	"MTERF3"
"NUS1"	0.00299631000893388	0.123313627914784	0.149	0.114	1	"LZ GC"	"NUS1"
"RAB25"	0.00299977837378124	0.0341732970275188	0.032	0.016	1	"LZ GC"	"RAB25"
"MRPS171"	0.00301814863811774	0.114627637511191	0.129	0.096	1	"LZ GC"	"MRPS17"
"PUS3"	0.0030291612135917	0.0592437074171898	0.065	0.041	1	"LZ GC"	"PUS3"
"SPOUT11"	0.0030712594932787	0.102024225421497	0.126	0.092	1	"LZ GC"	"SPOUT1"
"IL321"	0.00311868495761259	0.156085194470978	0.069	0.044	1	"LZ GC"	"IL32"
"ATP5MD1"	0.00313462130386311	0.0910667127042193	0.801	0.746	1	"LZ GC"	"ATP5MD"
"MT-CYB"	0.00314975183717999	0.119100213865859	0.958	0.947	1	"LZ GC"	"MT-CYB"
"ATP6V0B"	0.00323584864030302	0.116310755897631	0.581	0.543	1	"LZ GC"	"ATP6V0B"
"CPA5"	0.003248262325814	0.00354237282910874	0.005	0.001	1	"LZ GC"	"CPA5"
"PIBF1"	0.00332302855521916	0.127209128705559	0.178	0.139	1	"LZ GC"	"PIBF1"
"PVALB1"	0.00332950935539286	0.0257630174062899	0.013	0.005	1	"LZ GC"	"PVALB"
"ZMAT3"	0.00333467566653487	0.0623411569375712	0.116	0.082	1	"LZ GC"	"ZMAT3"
"RP9"	0.00334296047980806	0.123373591407124	0.196	0.157	1	"LZ GC"	"RP9"
"PEX3"	0.00336062572545421	0.119194273199577	0.146	0.111	1	"LZ GC"	"PEX3"
"ZFAND6"	0.00336830230735215	0.170237070126767	0.554	0.53	1	"LZ GC"	"ZFAND6"
"FTSJ11"	0.00337054394962479	0.133991528695872	0.129	0.096	1	"LZ GC"	"FTSJ1"
"SFXN21"	0.0033988094797019	0.0799295855983127	0.074	0.048	1	"LZ GC"	"SFXN2"
"KMO"	0.00340154606152376	0.0682278176133133	0.112	0.079	1	"LZ GC"	"KMO"
"DPY19L3"	0.00343294222677571	0.0859002928908384	0.069	0.044	1	"LZ GC"	"DPY19L3"
"NXT11"	0.0034381073783915	0.213311742135613	0.251	0.216	1	"LZ GC"	"NXT1"
"COA61"	0.00343958057327828	0.1715266229247	0.332	0.293	1	"LZ GC"	"COA6"
"SOX4"	0.00344429929889942	0.146582231086333	0.179	0.142	1	"LZ GC"	"SOX4"
"SLC19A2"	0.00346081759618893	0.0560852743384626	0.05	0.029	1	"LZ GC"	"SLC19A2"
"SLC27A41"	0.00348152581126394	0.0422510897974471	0.025	0.012	1	"LZ GC"	"SLC27A4"
"U2AF21"	0.00349787377438995	0.187848128328899	0.402	0.371	1	"LZ GC"	"U2AF2"
"AC026471.1"	0.00353283436919281	0.0165102692362428	0.023	0.011	1	"LZ GC"	"AC026471.1"
"BCAT11"	0.00353493976677205	0.19380357203245	0.208	0.171	1	"LZ GC"	"BCAT1"
"LINC01150"	0.00354101664497215	0.0407655168348525	0.022	0.01	1	"LZ GC"	"LINC01150"
"XBP1"	0.00354630810531845	0.121273753200894	0.241	0.201	1	"LZ GC"	"XBP1"
"BLOC1S4"	0.00357575488954069	0.118357033788872	0.189	0.151	1	"LZ GC"	"BLOC1S4"
"MYO9A"	0.00358677544767934	0.132805492495989	0.266	0.225	1	"LZ GC"	"MYO9A"
"SRA11"	0.00359430028448603	0.137264430236008	0.375	0.335	1	"LZ GC"	"SRA1"
"CHST10"	0.00359706348474871	0.0691253622740749	0.045	0.026	1	"LZ GC"	"CHST10"
"HSF5"	0.00364553224118652	0.0255327356005369	0.022	0.01	1	"LZ GC"	"HSF5"
"OR2G6"	0.00367407616920848	0.00998365817380441	0.008	0.002	1	"LZ GC"	"OR2G6"
"THNSL11"	0.00367492712754703	0.0465940178751015	0.028	0.014	1	"LZ GC"	"THNSL1"
"TFRC"	0.00368297044370015	0.175759410607382	0.229	0.192	1	"LZ GC"	"TFRC"
"EFTUD21"	0.00369439367260861	0.139094132862352	0.258	0.216	1	"LZ GC"	"EFTUD2"
"PEX10"	0.00373709686963904	0.0866281113892893	0.111	0.08	1	"LZ GC"	"PEX10"
"TMEM1071"	0.00373727459472976	0.00683735849590933	0.147	0.201	1	"LZ GC"	"TMEM107"
"RPL21"	0.00380136011462301	0.0973414035710762	0.995	0.997	1	"LZ GC"	"RPL21"
"PSMB10"	0.00380416048636769	0.143723019149892	0.586	0.562	1	"LZ GC"	"PSMB10"
"TXNDC171"	0.0038262825714267	0.105607513313398	0.571	0.531	1	"LZ GC"	"TXNDC17"
"PLCG1"	0.00383270441420808	0.0671317997183003	0.101	0.07	1	"LZ GC"	"PLCG1"
"MPP6"	0.00385430032430185	0.12441029880876	0.147	0.113	1	"LZ GC"	"MPP6"
"MAF1"	0.00388322248783048	0.0537094205378096	0.035	0.019	1	"LZ GC"	"MAF"
"WNT10A"	0.00396312227061008	0.0379228100539019	0.02	0.009	1	"LZ GC"	"WNT10A"
"TET2"	0.00396821785343697	0.0935951394979514	0.074	0.048	1	"LZ GC"	"TET2"
"IFITM3"	0.00404127953335069	0.0784895275713497	0.152	0.114	1	"LZ GC"	"IFITM3"
"TRAPPC5"	0.00406814686330874	0.182745381829753	0.288	0.253	1	"LZ GC"	"TRAPPC5"
"INTS131"	0.00407627011749308	0.129507823854922	0.139	0.106	1	"LZ GC"	"INTS13"
"LRG1"	0.00408744733989004	0.0324594216986853	0.02	0.009	1	"LZ GC"	"LRG1"
"AC012640.2"	0.00408809269958772	0.0392705610053794	0.028	0.014	1	"LZ GC"	"AC012640.2"
"NARS1"	0.00411442910723261	0.139888946377448	0.241	0.202	1	"LZ GC"	"NARS"
"DHX29"	0.00412180668542218	0.134498398197613	0.245	0.206	1	"LZ GC"	"DHX29"
"SLC25A191"	0.00416146804794185	0.185876289943637	0.224	0.189	1	"LZ GC"	"SLC25A19"
"YARS1"	0.00416916971506011	0.221747123109146	0.303	0.272	1	"LZ GC"	"YARS"
"TNFRSF11B"	0.00417286764342637	0.0201929256073277	0.007	0.002	1	"LZ GC"	"TNFRSF11B"
"ARPC4"	0.0041759938299867	0.229964347796733	0.385	0.351	1	"LZ GC"	"ARPC4"
"STK31"	0.00417903112735936	0.0176717870906187	0.007	0.002	1	"LZ GC"	"STK31"
"IGHE"	0.00420170129260576	0.0171255389031169	0.007	0.002	1	"LZ GC"	"IGHE"
"RNASEH11"	0.00420982750870265	0.162035811602703	0.253	0.216	1	"LZ GC"	"RNASEH1"
"AL606763.1"	0.00422366747273415	0.0276654398214602	0.01	0.003	1	"LZ GC"	"AL606763.1"
"DHODH1"	0.0042534842666029	0.0851502897953988	0.065	0.042	1	"LZ GC"	"DHODH"
"SRSF6"	0.00426137740361954	0.161130364579634	0.308	0.271	1	"LZ GC"	"SRSF6"
"GPX41"	0.00426549815447588	0.170714383124428	0.662	0.628	1	"LZ GC"	"GPX4"
"SPATA18"	0.00428013803341023	0.0186334648466505	0.012	0.004	1	"LZ GC"	"SPATA18"
"RRN3"	0.00430548896041181	0.112722913890209	0.159	0.123	1	"LZ GC"	"RRN3"
"ASAP1"	0.00433478689944157	0.229799545350102	0.231	0.193	1	"LZ GC"	"ASAP1"
"DDX19A"	0.00434394418841861	0.0858396527805055	0.127	0.095	1	"LZ GC"	"DDX19A"
"SNX29"	0.00438055158470629	0.13469806603656	0.335	0.294	1	"LZ GC"	"SNX29"
"RNPS11"	0.00439704530901909	0.126257660849267	0.626	0.596	1	"LZ GC"	"RNPS1"
"KANSL1"	0.00444897573034829	0.108374718001661	0.302	0.261	1	"LZ GC"	"KANSL1"
"NDE1"	0.00447946820243829	0.166289418204499	0.302	0.261	1	"LZ GC"	"NDE1"
"AC098483.1"	0.00449737685495967	0.0174842971592989	0.022	0.01	1	"LZ GC"	"AC098483.1"
"JADE31"	0.00450098607925263	0.050252964365635	0.025	0.012	1	"LZ GC"	"JADE3"
"PNPO1"	0.004503022999585	0.0711875679690888	0.07	0.046	1	"LZ GC"	"PNPO"
"NBPF15"	0.0045516923567132	0.137236604259645	0.152	0.118	1	"LZ GC"	"NBPF15"
"SELENOW"	0.00459853634387849	0.138709734490288	0.253	0.214	1	"LZ GC"	"SELENOW"
"ZNF5981"	0.00460270866019314	0.106021610110547	0.084	0.058	1	"LZ GC"	"ZNF598"
"MALSU11"	0.00461272104776985	0.177888425273029	0.281	0.246	1	"LZ GC"	"MALSU1"
