"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"EMC10"	0.004616148902689	0.10088122993111	0.295	0.253	1	"LZ GC"	"EMC10"
"WDR891"	0.00481239839955433	0.0913745772948139	0.052	0.032	1	"LZ GC"	"WDR89"
"MYO7A"	0.00481753539471137	0.00813852115451504	0.008	0.002	1	"LZ GC"	"MYO7A"
"BEND4"	0.00481801272011877	0.0726976635022553	0.072	0.047	1	"LZ GC"	"BEND4"
"CBFA2T3"	0.0048272446299212	0.14632656359342	0.162	0.128	1	"LZ GC"	"CBFA2T3"
"SLC52A2"	0.00484160850989355	0.165295361325357	0.154	0.122	1	"LZ GC"	"SLC52A2"
"FAM234A"	0.00489862672949668	0.0904761561429785	0.054	0.033	1	"LZ GC"	"FAM234A"
"IRF3"	0.00495673437792757	0.146871614543172	0.271	0.233	1	"LZ GC"	"IRF3"
"INTS9"	0.00496573497096457	0.102028401275089	0.141	0.107	1	"LZ GC"	"INTS9"
"CHRNA1"	0.00499643467138098	0.092838294097507	0.089	0.061	1	"LZ GC"	"CHRNA1"
"ZNF460"	0.0050228737300797	0.111666708988495	0.114	0.084	1	"LZ GC"	"ZNF460"
"TRAPPC6A"	0.00506341725350818	0.158945110720131	0.353	0.319	1	"LZ GC"	"TRAPPC6A"
"EIF4G3"	0.0050637961803698	0.136572404070138	0.231	0.192	1	"LZ GC"	"EIF4G3"
"FA2H"	0.00508327129738401	0.0165367080733565	0.012	0.004	1	"LZ GC"	"FA2H"
"VPS37B"	0.00510163647236144	0.100945002425749	0.05	0.03	1	"LZ GC"	"VPS37B"
"LINC015501"	0.00518568420216228	0.0349390578186393	0.017	0.007	1	"LZ GC"	"LINC01550"
"RBFA1"	0.00520239741703654	0.144199797226417	0.203	0.167	1	"LZ GC"	"RBFA"
"RPAP3"	0.00520948728670662	0.127096581587922	0.348	0.309	1	"LZ GC"	"RPAP3"
"PTPRE"	0.00522022880453393	0.0731801355868015	0.126	0.092	1	"LZ GC"	"PTPRE"
"LARS"	0.00522869800755503	0.144003844328445	0.322	0.285	1	"LZ GC"	"LARS"
"ZNF7491"	0.00524484400134244	0.0861116598128952	0.077	0.052	1	"LZ GC"	"ZNF749"
"DHRS3"	0.00528807856860956	0.0275167930851894	0.005	0.001	1	"LZ GC"	"DHRS3"
"PHLDB3"	0.00531889325984216	0.0720342902663254	0.05	0.03	1	"LZ GC"	"PHLDB3"
"SLC25A6"	0.00531909877102882	0.0949710868444971	0.936	0.921	1	"LZ GC"	"SLC25A6"
"MTFR1"	0.00534456926034911	0.11041111648534	0.064	0.041	1	"LZ GC"	"MTFR1"
"ISG20L21"	0.00535417245105284	0.118657576038778	0.235	0.197	1	"LZ GC"	"ISG20L2"
"AC006480.2"	0.00535470178151455	0.0570794702967742	0.06	0.038	1	"LZ GC"	"AC006480.2"
"UCK21"	0.00538066717835661	0.101119822068645	0.082	0.057	1	"LZ GC"	"UCK2"
"C17orf107"	0.00539730303785235	0.00998945889884945	0.01	0.003	1	"LZ GC"	"C17orf107"
"POFUT11"	0.00541779221114947	0.114872606391685	0.089	0.062	1	"LZ GC"	"POFUT1"
"TGIF2"	0.00542550779122278	0.114995151278837	0.136	0.103	1	"LZ GC"	"TGIF2"
"SLC20A2"	0.00542597998002974	0.0693867086868199	0.052	0.032	1	"LZ GC"	"SLC20A2"
"AP5Z1"	0.00543334216725937	0.0862102614324017	0.137	0.103	1	"LZ GC"	"AP5Z1"
"NFAT5"	0.00544957594056014	0.130734579780064	0.348	0.31	1	"LZ GC"	"NFAT5"
"SRC"	0.00545555393474268	0.0356845613067678	0.02	0.009	1	"LZ GC"	"SRC"
"ZBTB7A"	0.00546087185448344	0.133168630805046	0.142	0.111	1	"LZ GC"	"ZBTB7A"
"TAF7"	0.00553837923631642	0.0736745629096824	0.583	0.542	1	"LZ GC"	"TAF7"
"HMGXB3"	0.00558781083640501	0.133182423220178	0.176	0.141	1	"LZ GC"	"HMGXB3"
"TNIP1"	0.00567295921671166	0.117680555902094	0.419	0.379	1	"LZ GC"	"TNIP1"
"RBKS"	0.00570480053319982	0.134880991882416	0.204	0.165	1	"LZ GC"	"RBKS"
"ATAD1"	0.00571648567520184	0.168591166547696	0.248	0.212	1	"LZ GC"	"ATAD1"
"CCDC1241"	0.00573468949397393	0.174669486123075	0.394	0.361	1	"LZ GC"	"CCDC124"
"RIN2"	0.00578075970489409	0.0211406253298847	0.007	0.002	1	"LZ GC"	"RIN2"
"ABCB4"	0.00578865784139399	0.0510752267505381	0.044	0.025	1	"LZ GC"	"ABCB4"
"TRIM46"	0.00580509787043655	0.00822459708630753	0.007	0.002	1	"LZ GC"	"TRIM46"
"RPS51"	0.00581965627656922	0.0536235400659049	0.998	0.993	1	"LZ GC"	"RPS5"
"MAP1S1"	0.00583067204548246	0.14861464583424	0.183	0.148	1	"LZ GC"	"MAP1S"
"GLDC1"	0.00583765587864463	0.0147133605623252	0.015	0.006	1	"LZ GC"	"GLDC"
"BMF"	0.00590317967061656	0.0990378101731682	0.05	0.03	1	"LZ GC"	"BMF"
"FAM49B"	0.00593300954883434	0.142113407726455	0.68	0.655	1	"LZ GC"	"FAM49B"
"PPP1R2"	0.00593784291222604	0.0893193739165847	0.457	0.422	1	"LZ GC"	"PPP1R2"
"SBNO2"	0.00594186528994833	0.116729749822665	0.082	0.056	1	"LZ GC"	"SBNO2"
"PDF1"	0.00596983614066749	0.171551216098947	0.154	0.122	1	"LZ GC"	"PDF"
"PTPN4"	0.00603759296285445	0.0686969145099652	0.101	0.072	1	"LZ GC"	"PTPN4"
"IL7R1"	0.00607200736552107	0.0922173426773716	0.035	0.019	1	"LZ GC"	"IL7R"
"NSF"	0.00607631182947477	0.136795707516329	0.219	0.182	1	"LZ GC"	"NSF"
"TMEM259"	0.00609097896621312	0.144191342854146	0.278	0.241	1	"LZ GC"	"TMEM259"
"RUNX3"	0.00614340049738286	0.190337529554928	0.226	0.193	1	"LZ GC"	"RUNX3"
"LINC00921"	0.00614935730722025	0.0164662027868809	0.017	0.007	1	"LZ GC"	"LINC00921"
"MTRR"	0.00620314290989436	0.0994937807472788	0.132	0.1	1	"LZ GC"	"MTRR"
"PUS10"	0.0062249682752181	0.187735469456145	0.181	0.147	1	"LZ GC"	"PUS10"
"RPL91"	0.00623473666484984	0.0676575246739981	0.993	0.984	1	"LZ GC"	"RPL9"
"IBA57"	0.00626643140582664	0.0730303776289541	0.077	0.052	1	"LZ GC"	"IBA57"
"ATF7IP"	0.00627586267210859	0.182723179176954	0.377	0.341	1	"LZ GC"	"ATF7IP"
"GTPBP31"	0.00630980039477969	0.0994704101626067	0.134	0.102	1	"LZ GC"	"GTPBP3"
"TFG"	0.0063106404017655	0.129440350223859	0.196	0.161	1	"LZ GC"	"TFG"
"PHLPP1"	0.00631369654272019	0.121217443317397	0.08	0.055	1	"LZ GC"	"PHLPP1"
"ARAP2"	0.00641682484306497	0.0991287709198915	0.09	0.064	1	"LZ GC"	"ARAP2"
"BX284668.2"	0.00651601033712445	0.0169878663720339	0.01	0.003	1	"LZ GC"	"BX284668.2"
"RELA"	0.006517198764541	0.164358179713386	0.248	0.212	1	"LZ GC"	"RELA"
"SRRM11"	0.00652521202684562	0.121110883030402	0.702	0.646	1	"LZ GC"	"SRRM1"
"HAGHL"	0.00652927032887167	0.109288318624444	0.119	0.089	1	"LZ GC"	"HAGHL"
"PTRH21"	0.00656215079198128	0.0913963343910661	0.134	0.102	1	"LZ GC"	"PTRH2"
"ADM51"	0.00665618541370744	0.0254637739024459	0.017	0.007	1	"LZ GC"	"ADM5"
"BRD9"	0.00667611345463549	0.132917691702026	0.166	0.133	1	"LZ GC"	"BRD9"
"ZNF263"	0.00670421216072785	0.0785172872083536	0.08	0.055	1	"LZ GC"	"ZNF263"
"CMTR2"	0.00681402828697994	0.083310607552575	0.097	0.069	1	"LZ GC"	"CMTR2"
"ZNF81"	0.00681810419135813	0.0533450701456108	0.04	0.023	1	"LZ GC"	"ZNF81"
"CMTM4"	0.00688626801341431	0.00689579092282483	0.003	0	1	"LZ GC"	"CMTM4"
"C14orf178"	0.00689173900083907	0.00972140503681073	0.003	0	1	"LZ GC"	"C14orf178"
"ACBD3-AS1"	0.00689173900083907	0.00792386077631936	0.003	0	1	"LZ GC"	"ACBD3-AS1"
"GRM8"	0.00689721389286808	0.0103171690448552	0.003	0	1	"LZ GC"	"GRM8"
"AF127936.1"	0.00690269269190606	0.00532585566616126	0.003	0	1	"LZ GC"	"AF127936.1"
"AC239800.2"	0.00690817540035893	0.00427003243584019	0.003	0	1	"LZ GC"	"AC239800.2"
"AC090948.1"	0.00691366202063372	0.00381848774941287	0.003	0	1	"LZ GC"	"AC090948.1"
"CD300LB"	0.0069191525551387	0.0115035145560396	0.003	0	1	"LZ GC"	"CD300LB"
"MMP2-AS1"	0.0069191525551387	0.00680775856547135	0.003	0	1	"LZ GC"	"MMP2-AS1"
"AJUBA"	0.00692464700628328	0.00510669269955707	0.003	0	1	"LZ GC"	"AJUBA"
"ZMYM4-AS1"	0.00694115388366637	0.00315199210399744	0.003	0	1	"LZ GC"	"ZMYM4-AS1"
"AC090739.1"	0.00694115388366637	0.0020699113727813	0.003	0	1	"LZ GC"	"AC090739.1"
"NIT21"	0.00696405607916499	0.176359569224446	0.213	0.179	1	"LZ GC"	"NIT2"
"DDX47"	0.0069834633459957	0.0914841475255207	0.049	0.03	1	"LZ GC"	"DDX47"
"CA8"	0.00707380679735075	0.0904195318967479	0.044	0.026	1	"LZ GC"	"CA8"
"CRYZ"	0.00711871579079415	0.179043115517519	0.181	0.147	1	"LZ GC"	"CRYZ"
"ZMPSTE24"	0.00713026925555988	0.119679217623752	0.136	0.105	1	"LZ GC"	"ZMPSTE24"
"AC234782.21"	0.00713284771601071	0.0670440565908445	0.025	0.012	1	"LZ GC"	"AC234782.2"
"CDK41"	0.00730097748893106	0.095547746373611	0.412	0.366	1	"LZ GC"	"CDK4"
"SYTL1"	0.00735497255297848	0.0933145008971987	0.313	0.269	1	"LZ GC"	"SYTL1"
"NUP931"	0.00742279433298925	0.222591407986834	0.181	0.151	1	"LZ GC"	"NUP93"
"C20orf271"	0.00743054002435247	0.162412442579339	0.218	0.184	1	"LZ GC"	"C20orf27"
"ZNF276"	0.00743621101450724	0.0766102956836908	0.055	0.035	1	"LZ GC"	"ZNF276"
"ERICH1"	0.0075078758898026	0.0944716552075872	0.355	0.313	1	"LZ GC"	"ERICH1"
"MAML3"	0.00757139920913483	0.171957174906534	0.186	0.152	1	"LZ GC"	"MAML3"
"NUP351"	0.00762145758353882	0.134600609058097	0.107	0.08	1	"LZ GC"	"NUP35"
"TCEAL4"	0.00765072399962097	0.147544362704883	0.169	0.137	1	"LZ GC"	"TCEAL4"
"EDN1"	0.00765111938296715	0.012338742683543	0.008	0.002	1	"LZ GC"	"EDN1"
"STX4"	0.00765171890674124	0.134229485609768	0.132	0.102	1	"LZ GC"	"STX4"
"TFEB"	0.0076877847479914	0.0686118444790355	0.353	0.311	1	"LZ GC"	"TFEB"
"AC013264.1"	0.00772915163644676	0.00813665329204298	0.008	0.002	1	"LZ GC"	"AC013264.1"
"NACC11"	0.00775597741755898	0.105320115984261	0.09	0.064	1	"LZ GC"	"NACC1"
"ZFY"	0.00792265038688151	0.0765745924950169	0.075	0.051	1	"LZ GC"	"ZFY"
"SPATA5L11"	0.00795518620375667	0.0934535678654539	0.072	0.049	1	"LZ GC"	"SPATA5L1"
"ZNF596"	0.00797549019351321	0.0351820542735682	0.042	0.024	1	"LZ GC"	"ZNF596"
"GBP4"	0.00799082368434379	0.0657718325619107	0.072	0.048	1	"LZ GC"	"GBP4"
"VPS41"	0.00804499633086884	0.138195877949885	0.159	0.127	1	"LZ GC"	"VPS41"
"C10orf88"	0.00816706614811744	0.0373670744836393	0.065	0.043	1	"LZ GC"	"C10orf88"
"PSMB91"	0.00819664053596776	0.133052338113688	0.688	0.66	1	"LZ GC"	"PSMB9"
"TRAV12-1"	0.00821383769123512	0.0213324386504317	0.005	0.001	1	"LZ GC"	"TRAV12-1"
"CNKSR1"	0.00823734251681464	0.0254799885530352	0.015	0.006	1	"LZ GC"	"CNKSR1"
"HAL"	0.0082638131196275	0.00575408979507063	0.005	0.001	1	"LZ GC"	"HAL"
"FAM46A"	0.00827063339125999	0.0148143873949028	0.018	0.008	1	"LZ GC"	"FAM46A"
"HSF1"	0.00834377889833627	0.147190999023308	0.39	0.363	1	"LZ GC"	"HSF1"
"NDFIP2"	0.0084020708026264	0.101264333960428	0.161	0.128	1	"LZ GC"	"NDFIP2"
"AC138969.11"	0.00844769904848943	0.0284182075283301	0.032	0.017	1	"LZ GC"	"AC138969.1"
"STIP11"	0.00855106748565859	0.0992107130823205	0.355	0.316	1	"LZ GC"	"STIP1"
"PRKAB1"	0.00858742593329463	0.122390752661166	0.179	0.146	1	"LZ GC"	"PRKAB1"
"E2F41"	0.00866222251146819	0.122313272239153	0.248	0.214	1	"LZ GC"	"E2F4"
"KPNA11"	0.0086829116027557	0.115548569447276	0.193	0.159	1	"LZ GC"	"KPNA1"
"DPP3"	0.00872948294787806	0.130256206464775	0.24	0.205	1	"LZ GC"	"DPP3"
"SMPD2"	0.00873583107650615	0.10362563440859	0.144	0.112	1	"LZ GC"	"SMPD2"
"CIAO1"	0.00884281422495677	0.150325983007665	0.32	0.289	1	"LZ GC"	"CIAO1"
"ZNF587B"	0.00887387021800259	0.0324984066950212	0.022	0.01	1	"LZ GC"	"ZNF587B"
"NEURL11"	0.00888549847797797	0.0478165291447893	0.039	0.022	1	"LZ GC"	"NEURL1"
"UBE2D1"	0.00890459468610106	0.116996641950743	0.196	0.162	1	"LZ GC"	"UBE2D1"
"PPFIBP1"	0.00892625253854255	0.0319477652308088	0.02	0.009	1	"LZ GC"	"PPFIBP1"
"GPD1L"	0.00892835964945519	0.062664461870047	0.047	0.029	1	"LZ GC"	"GPD1L"
"ATP6V1F"	0.00894613550544943	0.104670633796498	0.648	0.628	1	"LZ GC"	"ATP6V1F"
"OTUD6B"	0.00900795432144262	0.0916103717919915	0.09	0.064	1	"LZ GC"	"OTUD6B"
"GDPD5"	0.00901382895379008	0.0863083404047749	0.119	0.089	1	"LZ GC"	"GDPD5"
"LPIN1"	0.00901565771284204	0.152685677100858	0.353	0.317	1	"LZ GC"	"LPIN1"
"N4BP2L2"	0.00902295838232894	0.0694719865904574	0.369	0.323	1	"LZ GC"	"N4BP2L2"
"BABAM2"	0.00903369404073997	0.109580133183108	0.162	0.129	1	"LZ GC"	"BABAM2"
"DHCR7"	0.00905642791166309	0.0820030797396517	0.045	0.028	1	"LZ GC"	"DHCR7"
"ZNF787"	0.00908517556312439	0.0580940602335005	0.06	0.039	1	"LZ GC"	"ZNF787"
"ZNF235"	0.00909404922251849	0.0466776897308225	0.05	0.031	1	"LZ GC"	"ZNF235"
"RASGRP1"	0.00914062086264851	0.0861689559489338	0.166	0.132	1	"LZ GC"	"RASGRP1"
"BDP1"	0.0091643498003635	0.157370084638575	0.327	0.295	1	"LZ GC"	"BDP1"
"INTS10"	0.00922342287484852	0.146400911624753	0.3	0.27	1	"LZ GC"	"INTS10"
"MKL1"	0.0092934796985845	0.135944164777625	0.263	0.228	1	"LZ GC"	"MKL1"
"DDX491"	0.00929987413598663	0.129357685321912	0.209	0.176	1	"LZ GC"	"DDX49"
"EIF2A"	0.00934644371896208	0.103246573104661	0.462	0.427	1	"LZ GC"	"EIF2A"
"LINC00200"	0.0093873057697038	0.0151298764690707	0.008	0.003	1	"LZ GC"	"LINC00200"
"CNIH3"	0.00940755448103719	0.0411671173912603	0.03	0.016	1	"LZ GC"	"CNIH3"
"TRABD1"	0.00942581838736639	0.0940861452389676	0.556	0.523	1	"LZ GC"	"TRABD"
"FAM153C"	0.00945564845106899	0.0164946579308116	0.008	0.003	1	"LZ GC"	"FAM153C"
"AC114760.2"	0.00948167895255175	0.0624619392980575	0.074	0.05	1	"LZ GC"	"AC114760.2"
"AL390036.1"	0.00948255615453213	0.0349460895824501	0.015	0.006	1	"LZ GC"	"AL390036.1"
"THOC61"	0.00951919636679516	0.142801363735152	0.273	0.24	1	"LZ GC"	"THOC6"
"HCST"	0.00952981578617091	0.229397831104627	0.295	0.267	1	"LZ GC"	"HCST"
"TMEM132A"	0.00953824521439943	0.00864080878260018	0.008	0.003	1	"LZ GC"	"TMEM132A"
"AL121972.1"	0.00954861491783084	0.00685183293336094	0.008	0.003	1	"LZ GC"	"AL121972.1"
"LINC00624"	0.00957631662395972	0.00986058740865632	0.008	0.003	1	"LZ GC"	"LINC00624"
"PWP1"	0.00958574124473755	0.167350436502785	0.34	0.316	1	"LZ GC"	"PWP1"
"CCL4"	0.00960638665627976	0.198935012515811	0.044	0.026	1	"LZ GC"	"CCL4"
"TBL1X"	0.0096101088446123	0.0966173304228327	0.109	0.081	1	"LZ GC"	"TBL1X"
"AL139393.2"	0.00961189150324646	0.0265835362185428	0.027	0.014	1	"LZ GC"	"AL139393.2"
"CD19"	0.00969670302133774	0.0238766980590395	0.792	0.76	1	"LZ GC"	"CD19"
"SMG9"	0.00971428205608726	0.147980281765697	0.178	0.146	1	"LZ GC"	"SMG9"
"DNAJC25-GNG10"	0.0097644337405733	0.0962705956418683	0.094	0.068	1	"LZ GC"	"DNAJC25-GNG10"
"RSL24D1"	0.00979496580145063	0.121601153522432	0.623	0.601	1	"LZ GC"	"RSL24D1"
"DLL3"	0.00991875341194853	0.0672979798231237	0.057	0.037	1	"LZ GC"	"DLL3"
"NSMF"	0.00992160030427537	0.0615649781577313	0.057	0.037	1	"LZ GC"	"NSMF"
"AC245014.3"	0.00993271704628254	0.135602969864164	0.067	0.045	1	"LZ GC"	"AC245014.3"
"PAG1"	0.00994206855606941	0.0700526979208018	0.563	0.519	1	"LZ GC"	"PAG1"
"SUGCT"	0	1.52629892527057	0.689	0.317	0	"DZ GC"	"SUGCT"
"ISG20"	0	1.22642563891695	0.919	0.729	0	"DZ GC"	"ISG20"
"EZR"	0	1.03145750712192	0.947	0.862	0	"DZ GC"	"EZR"
"ATP5MG"	0	0.791107165622534	0.994	0.977	0	"DZ GC"	"ATP5MG"
"OAZ1"	3.54355497041244e-282	0.636295739670558	0.994	0.981	6.72779346682505e-278	"DZ GC"	"OAZ1"
"LTB"	1.25976248244368e-259	1.11247355885823	0.916	0.76	2.39178504916758e-255	"DZ GC"	"LTB"
"CD79B"	1.94171539279885e-249	0.873440871277708	0.958	0.886	3.6865408447679e-245	"DZ GC"	"CD79B"
"SERF2"	1.62711431668959e-243	0.502406456542853	0.999	0.996	3.08923924166685e-239	"DZ GC"	"SERF2"
"C4orf3"	1.66198004506255e-220	1.04555688286713	0.838	0.728	3.15543531355575e-216	"DZ GC"	"C4orf3"
"LIMD2"	2.82479771538158e-215	0.72080607238341	0.97	0.952	5.36316094242346e-211	"DZ GC"	"LIMD2"
"CD37"	1.06288484297295e-213	0.709803139548865	0.984	0.959	2.01799316286844e-209	"DZ GC"	"CD37"
"TCL1A"	3.47909794147667e-202	0.779581228602657	0.962	0.853	6.6054153516876e-198	"DZ GC"	"TCL1A"
"FOXP1"	2.10765933786652e-170	1.02970287217319	0.639	0.398	4.00160201887337e-166	"DZ GC"	"FOXP1"
"ACTG1"	8.59142070161805e-168	0.439680770868743	0.997	0.996	1.6311671344092e-163	"DZ GC"	"ACTG1"
"JCHAIN"	3.57627764222696e-159	0.93234558771721	0.723	0.496	6.7899207315321e-155	"DZ GC"	"JCHAIN"
"LSM10"	9.12706058347086e-159	0.876724677036439	0.734	0.569	1.73286372237778e-154	"DZ GC"	"LSM10"
"BACH2"	2.62016223083171e-158	0.884910773097897	0.78	0.597	4.97464001145709e-154	"DZ GC"	"BACH2"
"CD27"	3.69880553019482e-138	0.911485966251261	0.697	0.516	7.02255217962789e-134	"DZ GC"	"CD27"
"LAPTM5"	1.07461151708442e-137	0.488164395163466	0.986	0.963	2.04025742633648e-133	"DZ GC"	"LAPTM5"
"SUSD3"	6.27442776409534e-132	0.883451566648586	0.664	0.489	1.19126285529114e-127	"DZ GC"	"SUSD3"
"IGLL5"	1.11231279829833e-126	1.04797093767552	0.675	0.491	2.11183707884922e-122	"DZ GC"	"IGLL5"
"SH3TC1"	2.76771052851622e-119	0.898249626090205	0.378	0.172	5.25477520944089e-115	"DZ GC"	"SH3TC1"
"NCF1"	4.48200040714438e-116	0.561505301456421	0.903	0.854	8.50952597300432e-112	"DZ GC"	"NCF1"
"EIF1"	1.3270087470896e-114	0.432469736455201	0.988	0.98	2.51945880722431e-110	"DZ GC"	"EIF1"
"AC133065.1"	8.02820587273131e-111	0.691653817128892	0.306	0.117	1.52423516699677e-106	"DZ GC"	"AC133065.1"
"CXCR4"	2.28125580166013e-108	0.76037053583605	0.736	0.573	4.33119226503193e-104	"DZ GC"	"CXCR4"
"NEIL1"	2.88294856060954e-104	0.677694328549967	0.756	0.611	5.47356613717328e-100	"DZ GC"	"NEIL1"
"USP53"	5.31077655387746e-104	0.897616704640162	0.363	0.176	1.00830403651918e-99	"DZ GC"	"USP53"
"SEC14L1"	1.21733069414348e-103	0.730808531869151	0.714	0.588	2.31122405590081e-99	"DZ GC"	"SEC14L1"
"IRF8"	2.27808546490862e-101	0.585594023801242	0.839	0.781	4.32517306367551e-97	"DZ GC"	"IRF8"
"ANK1"	5.30532672227261e-101	0.575562844815619	0.26	0.093	1.00726933149068e-96	"DZ GC"	"ANK1"
"TAGAP"	1.70446248268559e-99	0.801364041132784	0.565	0.386	3.23609246962686e-95	"DZ GC"	"TAGAP"
"IL4R"	9.73367265149166e-98	0.740434960611228	0.634	0.489	1.84803508961221e-93	"DZ GC"	"IL4R"
"MME"	1.25482906032939e-97	0.781961815821784	0.527	0.344	2.38241845394138e-93	"DZ GC"	"MME"
"LAMTOR5"	1.32502175563832e-94	0.596618955333793	0.78	0.719	2.51568630525492e-90	"DZ GC"	"LAMTOR5"
"LSP1"	1.19226623381444e-92	0.55800832416618	0.815	0.77	2.2636366715201e-88	"DZ GC"	"LSP1"
"SLC2A5"	2.15246833470661e-92	0.759379126266187	0.407	0.227	4.08667638027397e-88	"DZ GC"	"SLC2A5"
"COL9A3"	1.93251375094094e-90	0.922497514398822	0.261	0.108	3.66907060753647e-86	"DZ GC"	"COL9A3"
"TP53INP1"	1.39921569791742e-83	0.718111656255569	0.367	0.192	2.65655092406601e-79	"DZ GC"	"TP53INP1"
"AFF3"	6.12288328462745e-81	0.708438774658448	0.511	0.346	1.16249062041937e-76	"DZ GC"	"AFF3"
"TMEM156"	1.64841838753877e-79	0.709326285885921	0.593	0.448	3.12968715058111e-75	"DZ GC"	"TMEM156"
"GNG7"	4.31340331101509e-79	0.665593862460545	0.375	0.199	8.18942752629326e-75	"DZ GC"	"GNG7"
"RUBCNL"	8.18365463866295e-78	0.745049345494215	0.474	0.309	1.55374866969655e-73	"DZ GC"	"RUBCNL"
"IFT57"	4.41982890279582e-77	0.748412783068149	0.517	0.373	8.39148715484815e-73	"DZ GC"	"IFT57"
"C16orf74"	5.7983331286281e-77	0.601173517968695	0.262	0.112	1.10087152780133e-72	"DZ GC"	"C16orf74"
"POLD4"	2.03741263841054e-76	0.447328929559344	0.909	0.884	3.86823163528626e-72	"DZ GC"	"POLD4"
"BCAS4"	2.02063411766219e-75	0.479136276371412	0.807	0.765	3.83637593579343e-71	"DZ GC"	"BCAS4"
"IGHV5-78"	7.93477801953455e-75	0.731113470370655	0.596	0.464	1.50649695478883e-70	"DZ GC"	"IGHV5-78"
"AICDA1"	1.89564110518101e-74	0.67341756920601	0.442	0.27	3.59906420229667e-70	"DZ GC"	"AICDA"
"GABARAPL1"	2.14583112733919e-72	0.543563162411493	0.206	0.079	4.07407497836618e-68	"DZ GC"	"GABARAPL1"
"GMFG1"	5.02111487375575e-72	0.603319121015055	0.681	0.589	9.53308869931267e-68	"DZ GC"	"GMFG"
"HRK"	6.66494172433121e-72	0.554066167473859	0.239	0.102	1.26540583578152e-67	"DZ GC"	"HRK"
"IFNG-AS1"	1.59813407369747e-71	0.509892879991012	0.244	0.105	3.03421735232201e-67	"DZ GC"	"IFNG-AS1"
"RCSD1"	1.05356624265944e-70	0.728496163037297	0.614	0.515	2.00030086831322e-66	"DZ GC"	"RCSD1"
"TPD52"	1.08778359950106e-70	0.607846981433537	0.681	0.596	2.06526594201271e-66	"DZ GC"	"TPD52"
"ORAI2"	1.03898920721251e-69	0.736780055957926	0.469	0.327	1.97262490881368e-65	"DZ GC"	"ORAI2"
"RHOH"	1.90597916553371e-69	0.508068566974165	0.783	0.723	3.6186920436823e-65	"DZ GC"	"RHOH"
"DYNLL1"	2.3487792253854e-68	0.634065592067169	0.812	0.767	4.45939223731672e-64	"DZ GC"	"DYNLL1"
"RPL28"	6.07330615967021e-68	0.182519412125542	1	0.999	1.15307790747499e-63	"DZ GC"	"RPL28"
"POU2AF1"	1.01200130349245e-67	0.489276567060225	0.833	0.793	1.92138567481077e-63	"DZ GC"	"POU2AF1"
"KMT2A"	1.39375266507158e-67	0.715651538377225	0.487	0.346	2.6461788099049e-63	"DZ GC"	"KMT2A"
"BTG11"	7.48959102103763e-66	0.492581734510904	0.864	0.81	1.42197375125421e-61	"DZ GC"	"BTG1"
"ARHGDIB"	4.4795133837618e-65	0.351807466286613	0.966	0.955	8.50480411041016e-61	"DZ GC"	"ARHGDIB"
"BTF3"	2.66173168498169e-64	0.273559782816042	0.968	0.967	5.05356377710624e-60	"DZ GC"	"BTF3"
"ARPC3"	9.96912609349716e-60	0.306192093890135	0.958	0.952	1.89273828011137e-55	"DZ GC"	"ARPC3"
"SYBU"	1.68620282205409e-58	0.607185564866249	0.356	0.214	3.2014246779519e-54	"DZ GC"	"SYBU"
"BLK"	5.42849040176989e-58	0.589677584506674	0.595	0.496	1.03065318768003e-53	"DZ GC"	"BLK"
"LINC02397"	6.24225599016671e-58	0.581356774551427	0.319	0.177	1.18515472229305e-53	"DZ GC"	"LINC02397"
"MAP1LC3B"	6.47801724741788e-58	0.53761542216099	0.716	0.664	1.22991635459476e-53	"DZ GC"	"MAP1LC3B"
"TCEA1"	4.81975157002324e-57	0.39719413935341	0.884	0.87	9.15078033084613e-53	"DZ GC"	"TCEA1"
"COX4I1"	7.8788232869259e-57	0.308849460736274	0.948	0.937	1.49587338925575e-52	"DZ GC"	"COX4I1"
"TMEM2431"	2.42672137195617e-56	0.460073040787524	0.751	0.713	4.60737319679599e-52	"DZ GC"	"TMEM243"
"SNX2"	6.52447106173878e-56	0.585426593516022	0.566	0.457	1.23873607578172e-51	"DZ GC"	"SNX2"
"AC022915.2"	2.99584201205560e-55	0.158634206585854	0.056	0.008	5.68790564408875e-51	"DZ GC"	"AC022915.2"
"RPL19"	9.28728834307092e-54	0.176949806586896	1	0.998	1.76328456481544e-49	"DZ GC"	"RPL19"
"CYTIP"	2.03125568204643e-53	0.519277349105012	0.697	0.618	3.85654203793335e-49	"DZ GC"	"CYTIP"
"ZFP36L2"	2.81328593086701e-53	0.813629300843719	0.524	0.409	5.34130466834411e-49	"DZ GC"	"ZFP36L2"
"AC022182.1"	8.3095314690389e-53	0.394120255577722	0.162	0.063	1.57764764471173e-48	"DZ GC"	"AC022182.1"
"CHMP7"	9.14324225577055e-53	0.644457618191906	0.373	0.247	1.7359359746806e-48	"DZ GC"	"CHMP7"
"EIF3F"	1.12049030105005e-51	0.345180582464657	0.862	0.855	2.12736288557363e-47	"DZ GC"	"EIF3F"
"TSC22D31"	4.85514917793968e-51	0.555490688590074	0.707	0.621	9.21798622923628e-47	"DZ GC"	"TSC22D3"
"SLC30A4"	6.43402508623681e-51	0.44353725775257	0.249	0.128	1.22156400287292e-46	"DZ GC"	"SLC30A4"
