"Cycling B"	"LZ GC"	"DZ GC"	"GC"	"prePB"	"FCRL2/3high GC"
"DDX60"	0.0180086239901116	0.0189027882271233	0.013242085961921	0.0240134274126613	0.0246333318712956	0.0581321306756664
"DDX60L"	0.0240828429008398	0.0538011216039117	0.0370788734809891	0.0329078568352621	0.0548332334693388	0.102003997208021
"PALLD"	0.0637949239478703	0.0304980882916403	0.0513788632957197	0.0327213620338728	0.0302050412342924	0.0905724768074803
"CBR4"	0.194488315227287	0.183364528117608	0.192202512090629	0.23306154579175	0.173519257342621	0.312369791539988
"SH3RF1"	0.135853668474123	0.249181930782905	0.143434441979182	0.340910140673016	0.269086625831907	0.0378923133364798
"NEK1"	0.190390952782001	0.110745830792344	0.148111012028867	0.172646212798617	0.11955868240627	0.132225528437798
"CLCN3"	0.24462261841486	0.287338631056532	0.296211505424418	0.439172726901483	0.382688061581919	0.367458716114334
"HPF1"	0.356432519490082	0.174611215015705	0.128450802541957	0.173452876040097	0.374979528970135	0.191509946951573
"MFAP3L"	6.91435963353147e-05	0	0.000672677714725453	0	0.0171617252339143	0
"GALNTL6"	0.00158469811853199	0	0.00222848609583075	0.000356152257796965	0	0
"AC105285.1"	0.00398622573187418	0	0.00400784078443814	0.00823327867602239	0	0.0105735517406181
"GALNT7"	0.0579827316703701	0.137695275121906	0.031365189154161	0.0951117627957273	0.118206358804558	0.105254112396391
"AC097534.1"	0.000706147862205976	0	0.000775721288926082	0	0	0
"HMGB2"	18.8315384671811	1.53416432008651	6.11815905955147	1.34947522356981	0.854333036735801	0.805305292133769
"AC097534.2"	0.0276434624653728	0.0141792887651169	0.0145675333277212	0.0156417028288064	0.0277210098459482	0.0160147336523882
"SAP30"	0.0963321294800666	0.0798173588339024	0.0394343980872092	0.0442125129760722	0.0193060491789829	0.00528195051868754
"SCRG1"	0.000333602277442217	0.00141952701359907	0.000596287632457844	0.00137219051021421	0	0
"HAND2-AS1"	0.0012202325724941	0	0.00235809645187145	0.000768847661600291	0	0
"FBXO8"	0.094403636086518	0.0706506468677694	0.0905040947637547	0.0887217318225188	0.22445909178485	0.0421717328848914
"CEP44"	0.163143454329707	0.0842046553106296	0.0987085095332829	0.115375100867864	0.160635847988859	0.147607096767389
"HPGD"	0.0121039218308436	0.0110932749275392	0.00741300333836873	0.0188673849314521	0.00522123958493234	0
"GLRA3"	0.0102546641169954	0.0045900725762923	0.0461919924493602	0.0196925002725979	0.0170958874133238	0.020224412056032
"ADAM29"	0.00157334356442448	0	0.00420420398202562	0	0.0267513435862316	0.00744373282358651
"AC095050.1"	0.000475526619801249	0	0.0013757211468585	0.00141506420479535	0	0
"GPM6A"	0.012170361814487	0.00912290602699904	0.0435694307872081	0.0273319293084043	0	0.0150925171300069
"WDR17"	0.00917179256025338	0.0109048600122698	0.0117467899783888	0.00585144608286965	0.00864746698397106	0.00742641904015019
"AC019163.1"	0.036173323015668	0.017706244524461	0.0501452152572725	0.0607792792153211	0.00615019388486222	0.0247713789960333
"SPCS3"	0.82560805544221	0.751301954167514	0.585077854795099	0.682672081646699	0.64865598026356	0.391709837175454
"NEIL3"	0.411198370730983	0.0219458531451722	0.047847873328022	0.0281029868412319	0.0153090172314099	0.0390963588766886
"AGA"	0.155916213105124	0.14955592392192	0.156105734360295	0.150086097961059	0.228879898347155	0.177400289096986
"AC078881.1"	0.00419215931119488	0	0.00166615182575251	0.00228763360450588	0.00517175394863414	0.0142111261749049
"DCTD"	0.0762738272602107	0.13611056942317	0.0498241095437218	0.0604848574062494	0.213829198846619	0.120110148459894
"WWC2"	0.000260275182041772	0.00213898847662738	0	0	0	0
"CDKN2AIP"	0.343883889945546	0.218177928825587	0.2168305176086	0.248460329370501	0.102869044750063	0.159537575705965
"AC107214.1"	0.0338908253759112	0.0164486543991932	0.027375642057049	0.013626039404438	0.0129953671516104	0.0167070767713943
"ING2"	0.23476021535083	0.162071797867277	0.131308614319095	0.126578589393327	0.158895533719212	0.0945649305501022
"AC107214.2"	0.000364528914913299	0	0	0	0	0
"RWDD4"	0.318155859468037	0.337691151295037	0.2863320100836	0.219842489973137	0.326252777982712	0.149160215989052
"TRAPPC11"	0.113066086874742	0.125832155752897	0.160821152062318	0.185245828212194	0.213710809099326	0.154466946372094
"ENPP6"	0.0012047666389672	0.00141952701359907	0.00217027641508533	0.000823047299705267	0	0
"LINC02363"	0.000936009226356962	0	0.000985313178528031	0.00382537753795804	0	0
"LINC02362"	0.0131983591478639	0.00827280808807054	0.0502587346475848	0.0141983022301877	0.0880674571452983	0.0146437755167788
"IRF2"	0.522444524764896	0.43846133622612	0.717390327684765	0.713917778133029	0.785877575970117	0.807030741111493
"LINC02427"	0.000399058312944525	0	0.00546352189215493	0.00359484620590593	0.00517175394863414	0
"LINC02365"	0.000290898521827263	0	0.000434753121092656	0.000890439202903758	0	0
"CASP3"	0.387258201232625	0.423788849749117	0.420983120982112	0.558398986768581	0.3313121340961	0.210843898996173
"PRIMPOL"	0.154155070767346	0.11092619035707	0.104576194545846	0.175289867861165	0.102943634289901	0.189975651994186
"CENPU"	1.87648429871066	0.219312604967465	0.34197899659986	0.344707729298474	0.0952918261072995	0.151101890988355
"ACSL1"	0.143121471633931	0.254161032453361	0.147555636162154	0.176324735615495	0.059999305359468	0.13420021808925
"MIR3945HG"	0.00328241298481981	0.0269825247948294	0.0022692325118169	0.0126992805412547	0	0.00742641904015019
"SLC25A4"	0.421649006064792	0.463146905175136	0.358743093209973	0.393246286088002	0.862750226372225	0.290910581313346
"CFAP97"	0.279557455773904	0.433290244479499	0.267018466371976	0.309569356804779	0.263601138620525	0.312746166493405
"SNX25"	0.0707022567301923	0.120382592153798	0.11064805582565	0.129825600973523	0.0488850259174227	0.0258366970318482
"LRP2BP"	0.0116868666931753	0.0131976930906996	0.0174229067294926	0.0268908621336787	0.0431112985473703	0.00915398839274272
"AC112722.1"	0.00082477663046348	0.00661286325487731	0	0.000585096286955559	0	0
"ANKRD37"	0.168643002301605	0.373256768762156	0.280666672068614	0.431962979479146	0.512142779706131	0.292279792415633
"UFSP2"	0.149582592413114	0.193714116259207	0.16540388800486	0.171240783656634	0.202757228358181	0.148034692752237
"C4orf47"	0.00199989456518754	0	0.00464124855210602	0.00238005070198619	0	0
"CCDC110"	0.0124841504567296	0.0134173920366799	0.0229972794103677	0.0143762488109084	0.0141047299994664	0.0766996648867589
"AC106897.1"	0.0414383766801471	0.01803431483541	0.10128494448326	0.0578456807302705	0.108107645676554	0.0605295994025638
"PDLIM3"	0.00316572540190839	0.00683764259180816	0.00645718124467118	0.0060825559534262	0	0
"SORBS2"	0.00670505518672443	0.00192047910576347	0.0132770335637506	0.00226211990810105	0.0316527781162094	0.0397734504263714
"AC093797.1"	0.00197047220159228	0.00186012423769784	0.00138002776891877	0.00531879977052271	0.00706699297328889	0
"TLR3"	0.000984729582621277	0	0	0	0	0
"FAM149A"	0.00144099807379106	0.00677605936912177	0	0.000982436173030786	0	0
"CYP4V2"	0.0503687488136562	0.06139986041942	0.0468362265057785	0.079016599547699	0.082772875591411	0.046416329031008
"KLKB1"	0.00109513268486306	0	0.000933597242601872	0	0	0
"FAT1"	0.00100164655374152	0.0023091285856726	0.00381954040418234	0.00118447399311904	0	0
"AC097652.1"	0.00111007172073363	0	0	0.00137403872951444	0	0
"FRG1-DT"	0.000687168139715192	0	0.00354027803111752	0.00122578011750417	0	0
"FRG1"	0.628525936535203	0.565636632727737	0.531943007072051	0.511826757249629	0.523659811759392	0.501998606022876
"LRRC14B"	0.0060559001834711	0	0.00453458388002784	0.00130341394425419	0.0234852594768893	0
"CCDC127"	0.0994476980249113	0.074526073646556	0.126302835821958	0.112717204129932	0.127685859769218	0.0754066734189931
"SDHA"	0.505074834094288	0.359832638557073	0.362182682432247	0.347303036562766	0.490318576905525	0.451030272141856
"AC021087.1"	0.00727832093834412	0.000788626118666149	0.0237872854038848	0.00352463383466643	0	0
"PDCD6"	1.48665960871466	2.08677348475118	2.05085724375171	1.68479880844576	1.86903134044078	1.82457831807837
"AHRR"	0.00222217634749716	0	0	0.00334420533049561	0	0
"EXOC3-AS1"	0.0460709801210786	0.0417760412222767	0.0844869470942595	0.0383744356693463	0.0523039782459835	0
"EXOC3"	0.158700101205572	0.195728030034461	0.195936227332028	0.190741051515658	0.185791160557849	0.216567630933349
"SLC9A3"	0.0555634495567536	0.031545885892143	0.0432657333840742	0.0429557789882609	0.0474673410974922	0.0298044279349572
"CEP72"	0.0495318194073234	0.0210726391622453	0.0125447606178046	0.0183282233527488	0.042090296900684	0.0107353730542136
"TPPP"	0.000302018608799861	0	0	0	0	0
"AC026740.1"	0.00253861688775908	0.00266429437895165	0	0.00141400815458503	0	0
"ZDHHC11B"	0.000288353239825618	0	0.000605229277796849	0	0	0
"ZDHHC11"	0.00470368201876043	0.00516669301680105	0.00598301791751237	0.00273956952133118	0.0240557516099312	0
"BRD9"	0.202922621667222	0.32646067847999	0.16764189102857	0.241411352230753	0.279544726499825	0.113859563014477
"TRIP13"	0.29748322720353	0.0258096056604168	0.0315987118080093	0.00902411368375317	0.00634804556373184	0
"NKD2"	0.00107212584757115	0	0.00197240292720374	0	0	0
"SLC12A7"	0.00506093352452427	0.00425327407861787	0.00414186366095672	0.00544679341965278	0.0163484556026953	0.00610527446871901
"TERT"	0.0681504141783465	0.022520573838013	0.0127283907592647	0.00480681824662777	0	0
"CLPTM1L"	0.336546623899905	0.225660434918034	0.231573582243494	0.307603147368832	0.25685766288988	0.230254036972714
"LPCAT1"	0.295659242086288	1.06375256756129	0.249818745157785	0.483819893603251	0.53902877513621	0.605085358181278
"AC026412.3"	0.0012300307425198	0	0	0.00247111966296198	0.00770657671550324	0.0283183583603858
"MRPL36"	0.682469227321989	0.680280622526538	0.586064352949126	0.389367809307211	0.484885360591525	0.342892486272949
"NDUFS6"	2.13779399626332	1.7030693852362	1.48120746032203	1.21289533787404	1.34325108149077	1.03236885038758
"AC091891.2"	0.000341925982223897	0.00215578105025341	0	0.00127601883706054	0	0
"ICE1"	0.168403051978847	0.177761488158307	0.182247024214331	0.160998605741206	0.164365497186644	0.0860002223412108
"MED10"	1.02975473226203	1.33250968230857	1.44949495991632	1.24759910922071	1.1997055959015	0.700278008361075
"UBE2QL1"	0.000389728867332908	0	0.00224132980787097	0.00161967538731162	0.0100632171300107	0
"LINC01018"	0.000149367243446258	0	0.00141320324703231	0	0	0
"NSUN2"	0.325649796253149	0.602113673248316	0.339756010480727	0.397392930000303	0.415928576356944	0.266678824422428
"SRD5A1"	0.139699607621108	0.127026892680407	0.393962586253188	0.164614904271271	0.111234093430728	0.200587444645546
"PAPD7"	0.0856820704909628	0.099440308562532	0.0939926294488437	0.119275736893527	0.0782399059441769	0.0607903806912314
"MTRR"	0.158848396246735	0.242331497830171	0.164149972416978	0.154058604247303	0.228179428465063	0.189136737461543
"FASTKD3"	0.0787831897493423	0.0838151198931669	0.0583020220836959	0.0611143793186867	0.106157774521298	0.0595954766083853
"AC091965.1"	0.00190486870821758	0	0.00299370481549621	0.00310388868326279	0	0
"AC091965.4"	0.000128286745735322	0.0052907197600976	0.00243558182645138	0.00149333386011335	0	0
"MIR4458HG"	0.02305685539532	0.050097648608736	0.038028702513798	0.0352908458280347	0.0362597501766256	0.00742641904015019
"SEMA5A"	0.000234292825851641	0	0	0	0	0
"SNHG18"	0.000299921084978428	0	0	0	0	0
"AC034229.1"	0.000232962409997012	0.00249113901851116	0	0	0	0
"AC034229.4"	0.000838359982231454	0	0	0	0	0
"FAM173B"	0.122326143714468	0.0788220726967055	0.0930917355720023	0.0641377612600023	0.0443609780630289	0.0444984145104292
"AC012640.1"	0.0016578059404506	0	0	0.00414847567123615	0	0
"CCT5"	1.76020966202388	2.14889761789298	1.17250739014774	1.0589197947056	1.07067887245486	0.691414144085381
"CMBL"	0.0018701180511775	0.00129087690817425	0.00121836648488233	0	0	0
"AC012640.2"	0.0188808231576074	0.0503390835448896	0.0443782255434181	0.0160320864929256	0.0206963664350877	0.0387092778397126
"MARCH6"	0.376308146288389	0.545580472526459	0.482029829287964	0.624550748862943	0.664293030452778	0.708170988228302
"ROPN1L"	0.000990096485980793	0	0.00196615707354542	0.000323941334613031	0	0
"LINC01513"	0.0076363930212664	0.00596222829769211	0.00771755135368486	0.0091783476995102	0.00656629860374226	0.00915398839274272
"LINC02213"	0.00053635332924821	0	0	0	0	0
"ANKRD33B"	0.207405926277851	0.356544421288354	0.214980061245069	0.301574974412451	0.237130213071621	0.318828933380277
"DAP"	0.599262683495471	0.528883636394074	0.697522496569299	0.565543298214577	0.646911649316424	0.547572755772231
"AC012629.2"	0.000222113985295043	0	0	0.00191308780304787	0	0
"CTNND2"	0.002475230866336	0.00676293355407508	0.00344604867102582	0.00708315636512706	0.0197839200254817	0.0239456528461973
"LINC01194"	0.000344186715621608	0	0	0.000975090247040089	0	0
"TRIO"	0.18680348194161	0.170788199088618	0.172252264096965	0.195917909370342	0.548033699600709	0.175709535240236
"FAM105A"	0.0335706641306506	0.00575841974710127	0.0229571311835038	0.0105647768756909	0.0135913346107251	0
"AC010491.1"	0.0342663830428692	0.0482980967573446	0.0588903782415672	0.0787952073702416	0.0844669664402725	0
"OTULIN"	0.592976892734457	1.75597835693073	0.527655316496071	0.930397436684621	1.30853583441432	0.651316441567929
"ANKH"	0.188191272566074	0.151718216108044	0.181284318144112	0.249638164045135	0.182912434884504	0.0803911399087606
"FBXL7"	0.0172216147472538	0.0154712422420625	0.00245960323711965	0.0186431482749786	0	0.0131917071652077
"ZNF622"	0.333141358506804	0.336664498408064	0.373710659468398	0.376553993617376	0.396064371475436	0.283901954019798
"RETREG1"	0.0124586092186021	0.0217382481859246	0.00805738642894971	0.00846446649566092	0.0115500691698238	0
"AC022113.2"	0.000146590941890632	0	0	0.00107524662372296	0	0
"MYO10"	0.0175709129578272	0	0.0043542447771984	0.00181168697961438	0	0
"BASP1"	2.72741059786984	4.13970062868634	3.67086659168676	4.42859967373633	3.21749189577138	3.65628530753058
"BASP1-AS1"	0.0086627630726912	0.0192760546255942	0.0234552145063075	0.0467875936484674	0.0267062164180129	0.0153655148676722
"AC026785.2"	0.000812411772419353	0	0	0	0	0
"LINC02217"	0.000965102602638168	0	0.000845447682725128	0.00162880373053697	0	0
"LINC02100"	0.00380350320192205	0.0154651811433385	0.0019300272039976	0.00684907436025613	0.0228422921473354	0
"AC093274.1"	0	0.00206565775810445	0	0.00523433859315955	0	0
"C5orf17"	0.00471657376722645	0.00603648864216553	0.00310413024651469	0.00854879916164396	0.0183787253191926	0.0167649090336036
"LINC02228"	0.00172394492996272	0	0	0.000949571676097251	0	0
"LINC02211"	0.000801902446689466	0.00162957668649373	0.00398153843096413	0.000891397181904423	0	0
"AC099499.2"	7.36761052240956e-05	0	0.000695247310244587	0	0.00447872159370829	0
"DROSHA"	0.156943396458972	0.143440427952913	0.142641147260359	0.170107454395205	0.111239177552779	0.208064042454314
"C5orf22"	0.0927591376380129	0.133718581166511	0.110114920242836	0.111374215458644	0.0782888041684696	0.0658793575441182
"PDZD2"	0.00423157628825757	0	0.0107978994015498	0.00106038089804491	0	0.0144710817160019
"AC025178.1"	0.00107538129016267	0.033951775599276	0	0.00783306729315175	0	0
"GOLPH3"	0.448512700708529	0.544404129889519	0.439740880004052	0.542476921485644	0.458048489856606	0.428697619012661
"AC025181.2"	0.0225112267666924	0.0314906061267428	0.0177618496194494	0.0164498580523091	0.0244302173524338	0
"MTMR12"	0.370463140317698	0.39836087872806	0.485792520308957	0.498091938086125	0.160821264030008	0.266131379018536
"ZFR"	0.586719697846485	0.594633019272957	0.703181247050846	0.604879754282644	0.595058833809212	0.373070393782557
"SUB1"	1.12427100504783	1.65913975966505	1.01725163812466	1.15375636270654	3.14625135564293	2.04642497914267
"AC034231.1"	0.00835190535076656	0.00943081101794207	0.00684798697623449	0.00510063244796289	0	0
"TARS"	0.238439674404795	0.264876734603304	0.21055238062992	0.195055082107412	0.218862468479723	0.120774569504663
"AMACR"	0.0174396122955198	0.0189821874988612	0.0156723968258376	0.0216775183079948	0.0373988025421936	0.00710556308745243
"C1QTNF3"	0.00750360129686	0	0.00445546130617061	0.00463961640547363	0.0135588072588431	0
"AC139792.1"	0.000471811515518922	0	0	0	0	0
"RAI14"	0.00039807153441074	0	0	0.000577361538599217	0	0
"AC026801.2"	0.00174524127788154	0.00151518939488639	0.00462443980593004	0	0	0
"RAD1"	0.330871000112035	0.238292151880233	0.134633034428092	0.165055046268376	0.194491594076158	0.212142092063054
"BRIX1"	0.471827111290044	0.630918594898628	0.299598294088525	0.322748750173363	0.189502941064802	0.225492806887766
"DNAJC21"	0.241504224883129	0.223368535901655	0.167720723377679	0.151458552401836	0.161730165939642	0.19963585601945
"PRLR"	0.000518739666610586	0.00565128838072504	0	0.00425737120332523	0.0296684950188949	0
"SPEF2"	0.000747899228958543	0	0.00104146520824045	0	0	0
"IL7R"	0.0678940879399149	0.124534379634022	0.0462208029809207	0.0390454223249562	0.0560887528280524	0
"UGT3A2"	0.000388760360164952	0	0	0	0	0
"LMBRD2"	0.152837344440375	0.142995818924097	0.12824943753399	0.175027310487351	0.117123564185337	0.200492346850206
"SKP2"	0.254956250872152	0.150312324511675	0.0718858987593931	0.101362427070551	0.101470500703607	0.0651142488482884
"NADK2"	0.101401950544086	0.0831449100473129	0.0774072348064349	0.133314452877758	0.0498393482358949	0.130505018626191
"RANBP3L"	0.000513448146256262	0	0.000318906116303594	0.000645424155566403	0	0
"SLC1A3"	0.000223706303609429	0.00710968538220247	0	0	0	0
"AC008957.1"	0.045667075382604	0.0790756766660426	0.105423087652175	0.0827601779360796	0.0888195214998313	0.153652565151065
"NIPBL"	0.739146660318452	0.848398590692187	0.921758189166655	0.927135599311822	0.717194768763782	0.5977688630984
"C5orf42"	0.0446833834635464	0.0371529858068527	0.0301047227047218	0.0512427722734531	0.101795475659285	0.124759748320386
"NUP155"	0.296117132608591	0.189308208193313	0.12381253030914	0.133118173120582	0.105114079051767	0.135111951154807
"WDR70"	0.243127383826699	0.278644767730017	0.180895873417263	0.280992507674685	0.471555600058846	0.267701182440527
"EGFLAM"	4.29161455680981e-05	0	0.00210604705077595	0.0018641169352892	0	0
"OSMR"	0.000712367277996846	0	0	0	0	0
"RICTOR"	0.285732161717304	0.269935096734766	0.639027184287813	0.494605159337184	0.350180807151764	0.497102782475699
"FYB1"	0.153460506389252	0.199154287318524	0.115479854832982	0.0993186113062645	0.143597850355438	0.0166503493243288
"DAB2"	0.000528001745336568	0	0	0	0	0
"TTC33"	0.0988273338040197	0.0915921373402723	0.105998742341585	0.0782344560640133	0.123958040209854	0.0541798043213053
"PTGER4"	0.156216800290028	0.235615869480454	0.163004148253681	0.315448648638965	0.0677957808810011	0.283359801371302
"PRKAA1"	0.138927817979474	0.168726938686037	0.162126316865501	0.211739948531657	0.177338782800659	0.322863630971357
"RPL37"	47.1324130857862	42.6323317104406	49.7188050347682	46.2788937328578	37.7832548154108	59.9682414781687
"CARD6"	0.013684207055136	0.00632690552665254	0.0196855408297059	0.0182732311543179	0.0150751280708999	0.0246832571460839
"PLCXD3"	0.000664238988976121	0	0	0	0.00930501754461058	0
"OXCT1"	0.574975453738821	0.263892625821138	0.219094055853131	0.228625315646299	0.175444471893403	0.229721322210134
"C5orf51"	0.177613465926328	0.23095506477668	0.187010887154891	0.196515617397852	0.203208481848039	0.269671596102053
"FBXO4"	0.254798603471403	0.106787671472023	0.0742183496827588	0.0775402944089888	0.0765544920373245	0.167434654789956
"CCDC152"	0.168176477573421	0.120979904233665	0.150544375454012	0.1470416385266	0.18726106611418	0.118351999978905
"SELENOP"	0.00316406499154851	0.021566605143387	0.00830563485340959	0.006926710320297	0.0351584061991302	0
"AC008945.1"	0.000718514986494739	0.00228705881491931	0.000963768757148649	0	0	0.00605813874591681
"AC008875.1"	0.000238408116749484	0	0	0.00110569179370285	0	0
"AC025171.3"	0.0122198421216605	0.0190102523087814	0.0203649141507853	0.0247079146091989	0.0422839649115734	0
"AC025171.5"	0.00129223064651424	0	0.00191242179151084	0.00234117220298294	0	0
"ANXA2R"	0.208854392768647	0.193271325753113	0.224363417574695	0.307949052989944	0.536079230552805	0.505361903119303
"AC025171.2"	0.0191930866399325	0.0188404938882042	0.0201509227886613	0.0409180190550452	0.0473273508605817	0.0617097733675172
"AC025171.4"	0.00283949922733046	0	0.00812749442692748	0.00665070032198912	0	0.0150925171300069
"ZNF131"	0.263956203725519	0.395170597249604	0.244046955243542	0.280651333719192	0.24190694730062	0.346183331803486
"NIM1K"	0.000139838294411573	0.00389092189557933	0.00126127071511023	0	0	0
"AC114947.2"	0.00131762186773994	0	0.0012398736419974	0.00069509728886412	0	0
"HMGCS1"	0.156021174566772	0.168495055591147	0.0851356701797312	0.20013422326971	0.18867649700666	0.0987983852480418
"CCL28"	0.107876885570943	0.0613984406200411	0.08243299892352	0.0804894495341776	0.0992292612745929	0.0749976111401805
"TMEM267"	0.0487631522615235	0.103792767770478	0.0523243450312029	0.0619382413467919	0.0678048395849905	0.0306050762173843
"C5orf34"	0.157342080884686	0.0296655283747258	0.025154553667988	0.0296639871276769	0.0101050521218588	0
"AC114956.1"	0.00425049453610382	0	0.00711115899449132	0.00726540695341503	0.0076035739839154	0.0292763399420228
"PAIP1"	0.228590000827799	0.279552117047443	0.238989949655427	0.20384650230471	0.314049853211815	0.211244546398793
"NNT-AS1"	0.188666050907483	0.111801522967735	0.114934375735913	0.122160702971233	0.212323353251567	0.143348059139448
"NNT"	0.404799621308009	0.269796660032745	0.283673808289464	0.316483764813239	0.288011992832665	0.37959892011124
"MRPS30-DT"	0.008412078446529	0.0111554574077298	0.00275268765295997	0.00288213118200243	0	0.0471602836961829
"MRPS30"	0.344477158031568	0.473036959066072	0.392573568855982	0.35544444982116	0.30845050654992	0.348769379240003
"AC093297.2"	0.0103743500241002	0	0.00360957294102325	0.00507987061590356	0	0.0143000143000143
"EMB"	0.628708091474546	0.649528411174921	0.807732388892303	1.03483557298592	0.42153207746419	0.973196435899459
"PARP8"	0.224621582473947	0.336320653008101	0.293898860931643	0.49221434389824	0.293360177068775	0.414678786323815
"ITGA1"	0.00253540290848242	0.0042245696747715	0	0	0	0
"PELO"	0.0949696265191063	0.0828078740757073	0.0359205362251248	0.0486850462745754	0.0531505289756124	0.123351987747614
"ITGA2"	0.000130931626068449	0	0	0.00115167440254941	0.0175618836876443	0
"MOCS2"	0.225299847117692	0.215471101816554	0.217377677316939	0.249349976529038	0.195084893469502	0.134392760612751
"AC008966.1"	0.0245376413029756	0.045479486137536	0.0307610188898757	0.0187971575190438	0.0226488458942703	0.0239370695752451
"FST"	0.00132019662533243	0.00177874256774652	0.0155550977710657	0.00333179492250712	0	0
"NDUFS4"	0.498156233475521	0.451805538075328	0.524212843661959	0.525254373100692	0.517927655265834	0.490047174090768
"ARL15"	0.0502186629093268	0.0477192479592576	0.129168432123977	0.0994450528844554	0.0391862934914166	0.0751094237243162
"SNX18"	0.0233071063923418	0.0135281567124609	0.0255903477382205	0.0397356497060265	0.00864746698397106	0.0477277288416457
"GZMK"	0.0152106105715688	0.0268024229583975	0.0135723784955909	0.00782191294646984	0.0406064892338481	0
"GZMA"	0.0115623720427251	0.00912749534805551	0.00983830236637856	0.00666964894481798	0.0595305171150757	0
"CDC20B"	0.00256093784610201	0.00149891890473996	0.00328773788838459	0.000715994846326303	0	0
"CCNO"	0.000941559225511935	0	0.00342299292809661	0.000810483572592136	0	0
"AC026704.1"	0.0002683365865596	0.0017074840734423	0	0	0	0
"DHX29"	0.353377351169638	0.51693972565288	0.364264004157466	0.437114061594587	0.43009296112672	0.34659168831563
"MTREX"	0.366131668286494	0.523693132881134	0.400561168278434	0.437652966261844	0.342090906825222	0.441285941711955
"PLPP1"	0.10330880573227	0.172620201646994	0.155626097271112	0.155534385093879	0.0866273170671864	0.136263104858494
"SLC38A9"	0.226694080675454	0.191443550004234	0.502141238819904	0.375747096862753	0.26954475385772	0.157657297706065
"DDX4"	0.00104959931352929	0	0	0.000279301249719477	0.025035550481684	0
"IL6ST"	0.0826118861122493	0.115463897074509	0.0668744797493566	0.10828778720591	0.0559743054251447	0.0768492204464673
"AC008914.1"	0.00126031237473134	0	0.0014345699804755	0.00315722808442951	0	0
"AC016596.1"	0.00146921158588643	0.00366690428206414	0.00470159840722497	0.00674517017938656	0.0133057814951174	0
"ANKRD55"	0.00230456176547836	0.00253027473723097	0	0.0007032120485351	0	0
"MAP3K1"	0.160210679821039	0.251765883965636	0.181683104693219	0.202179188516234	0.214971461966444	0.321958300625497
"AC008937.2"	0.000404067891264138	0	0	0	0	0
"SETD9"	0.150551898147414	0.0967762180853731	0.161851985172257	0.0981125674073778	0.0895691551602287	0.0321792388647834
"MIER3"	0.0641387451504198	0.0743308146054922	0.0660930547366631	0.0719338348425127	0.0359864936825912	0.0161762041566374
"AC008937.3"	0.000814880302801749	0.00180987776990481	0	0.000387607445752981	0	0
"GPBP1"	1.08034056392507	1.27067606366749	1.3974051396999	1.34031826885693	1.35742417057672	0.923555086293106
"PLK2"	0.0185617731331196	0.0808557238754658	0.0366089069621876	0.0398368076775071	0.0477565983759467	0.0189118857419511
"GAPT"	0.145538621333979	0.183660015565934	0.149051796372226	0.262395038530489	0.266522241593662	0.109497273496195
"RAB3C"	0.00932345267999059	0	0.00742770228400635	0.0014310558138498	0	0
"PDE4D"	0.334757019306701	0.645276289092201	0.87417342557762	1.13424421022699	1.43352409868831	0.0564152424062723
"AC092343.1"	0.000274233424979471	0	0.0015685408429213	0	0	0
"PART1"	0.00645341246355947	0.00493675766592072	0.00676000669858782	0.0053362860750631	0	0
"DEPDC1B"	0.520903163573216	0.0246730071637446	0.0505980526752461	0.022341231909628	0.0287505031338048	0
"ELOVL7"	0.00025907412787378	0	0	0	0	0.00744373282358651
"AC104113.1"	0.000217584306982201	0	0	0	0.0116125810703316	0
"ERCC8"	0.0957782271378314	0.111728373727536	0.106744622010724	0.117817069198872	0.106279108746842	0.077431845712294
"NDUFAF2"	0.267043525862422	0.556669804558236	0.160334929100959	0.14919010355825	0.118299547185415	0.243435096758643
"SMIM15"	0.531003168520732	0.553594827096655	0.502234613879839	0.455630356913298	0.424305751528729	0.375304255206521
"SMIM15-AS1"	0.000120487062265733	0	0.00294059693588741	0.000188161046211544	0	0
"ZSWIM6"	0.0359206626549043	0.0631488725929295	0.052928583413394	0.0849149005520263	0.088501486893495	0.0891756003057531
"KIF2A"	0.876128369258534	0.535713128421475	1.17683952317589	0.687386419586272	0.638352795342725	0.570699370478315
"DIMT1"	0.283231604696547	0.623760880321147	0.223532195826871	0.306981749352666	0.336576183276823	0.14835034781621
"IPO11"	0.100330799363393	0.11867086777711	0.0551607947873438	0.0702731377479349	0.040900539856747	0.0606480600843866
"LRRC70"	0.00192140250461558	0.00382080719901209	0.00153719265828819	0.00190828289985503	0	0
"RNF180"	0.0025979904664985	0.00354961551735904	0	0.00101207570200075	0.030615006311018	0
"SREK1IP1"	0.56053855807132	0.458871121255891	0.513609852274094	0.377629540209681	0.388192844966333	0.510482719528192
"CWC27"	0.433486697480663	0.464004318171605	0.39298921730861	0.365240069445822	0.474330276314179	0.341939037677904
"AC092354.1"	0.000200989090016119	0.00349112521060213	0	0	0	0
"ADAMTS6"	0.0110095887968168	0.0211667495749059	0.0101223326924659	0.0143104636184095	0.0109942302279764	0.0812514227391899
"AC025176.1"	0.00253508110433981	0	0	0	0	0
"CENPK"	0.891072724519123	0.126724454832263	0.0718043164073354	0.0826540546642082	0.0452394806954782	0.0977434528794896
"PPWD1"	0.310168824109708	0.316852435641847	0.326181210305052	0.338709357838806	0.292271213693159	0.322841850685286
